Age 0-5,Age 6-17,Age 18-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75-84,Age 85+,2-11 modelled,12-16 modelled,17-24 modelled,25-34 modelled,35-49 modelled,50-69 modelled,70+ modelled,0-1,01-Apr,05-Sep,Oct-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
3735639,8038971,4697707,7667912,7375808,7510402,7062354,5564168,3464873,1372267,6622971,3324662,5339758,7667912,10978459,13737614,7633799,607319,2624706,3524634,3596036,3394664,3602111,3901765,4148821,3981613,3755778,3788733,4123431,4029038,3455597,2945149,2977993,2170290,1515078,925343,529509
