Date,Age 0-5,Age 6-17,Age 18-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75-84,Age 85+,Age Unknown,Total
30/11/2022,26,6,5,18,20,30,49,82,171,146,0,553
01/12/2022,18,1,9,17,20,25,54,77,173,141,0,535
02/12/2022,13,6,7,17,17,23,50,76,115,120,0,444
03/12/2022,21,3,7,14,23,24,43,69,135,120,0,459
04/12/2022,17,4,5,22,17,28,47,93,148,160,0,541
05/12/2022,21,4,8,16,26,25,67,113,193,197,0,670
06/12/2022,20,13,17,29,33,33,53,127,181,219,0,725
07/12/2022,24,10,13,20,31,30,86,110,198,200,0,722
08/12/2022,18,5,6,25,24,33,58,104,194,198,0,665
09/12/2022,21,8,10,21,26,39,61,86,144,153,0,569
10/12/2022,17,6,4,22,10,22,52,80,176,136,0,525
11/12/2022,14,5,12,26,21,46,82,114,250,226,0,796
12/12/2022,27,4,12,17,32,51,83,145,259,284,0,914
13/12/2022,24,8,10,28,26,46,94,141,281,309,0,967
14/12/2022,19,9,6,25,26,66,92,134,245,264,0,886
15/12/2022,28,10,12,27,31,43,91,161,283,303,0,989
16/12/2022,23,8,13,32,26,50,67,108,225,219,0,771
17/12/2022,20,6,9,26,26,34,57,100,225,227,0,730
18/12/2022,28,9,19,23,34,54,89,173,317,327,0,"1,073"
19/12/2022,48,13,14,30,32,72,101,187,350,367,0,"1,214"
20/12/2022,26,10,11,31,44,67,114,205,365,418,0,"1,291"
21/12/2022,34,4,17,34,38,49,121,167,352,382,0,"1,198"
22/12/2022,25,9,16,38,37,62,99,186,347,347,0,"1,166"
23/12/2022,18,4,12,24,37,34,57,146,236,266,0,834
24/12/2022,27,5,12,23,16,22,69,139,223,198,0,734
25/12/2022,25,5,8,22,20,34,63,139,229,245,0,790
26/12/2022,34,11,15,21,28,34,99,125,258,303,0,928
27/12/2022,30,10,5,26,37,56,98,180,317,284,0,"1,043"
28/12/2022,33,6,8,34,40,53,109,200,358,345,0,"1,186"
29/12/2022,23,15,15,32,27,57,121,180,339,360,0,"1,169"
30/12/2022,37,4,4,15,31,47,83,156,273,257,0,907
31/12/2022,27,5,8,19,20,34,64,113,210,194,0,694
01/01/2023,26,4,5,12,13,23,66,110,235,243,0,737
02/01/2023,17,3,10,17,14,40,71,162,287,244,0,865
03/01/2023,35,15,14,26,17,41,97,148,279,269,0,941
